95457728,history
127313418,geology
162324750,economics
205649164,geography
185592680,chemistry
138885662,philosophy
144024400,sociology
192562407,materials science
33923547,mathematics
86803240,biology
41008148,computer science
17744445,political science
127413603,engineering
15744967,psychology
39432304,environmental science
144133560,business
121332964,physics
71924100,medicine
142362112,art
