9,2632942543
15,199142497
15,680395887
23,1243978490
23,2582258949
23,2582736345
58,2641488431
58,2693978806
79,2662843304
79,2683440697
87,2676159639
108,2126642415
125,1995014452
125,2002579779
125,2250382311
125,2283694448
138,2729948773
138,2825090221
143,2137699977
147,2110272823
147,2165699729
149,1616641752
149,1987172384
166,2098218692
190,2639059018
193,2798687400
193,2988006516
220,2095786793
236,2102314242
266,2119155047
281,45818308
281,660847232
281,2060815960
281,2420242446
281,2636626246
285,2223209249
285,2970207820
290,358499567
290,2421676522
290,2635294500
290,2673229653
290,2674341697
317,2295795676
348,2097351386
348,2687620170
348,3051458240
348,3065960493
348,3066834665
348,3073946572
348,3075130288
372,2112958178
382,2668836008
391,2093335569
391,2116757349
391,2201726270
391,2694702754
394,1974340478
394,2166811948
407,2570002773
417,1333279034
417,2134135475
417,2342868756
456,216858715
482,2496291280
482,2569091078
501,2984335144
504,2419810751
504,2639851184
524,569306176
524,1969085362
524,1988141747
524,1988141747
524,2037492834
524,2037492834
524,2230134732
524,2303176947
524,2303176947
524,2423554807
524,2423554807
524,2462990842
524,2462990842
524,2477911198
524,2477911198
524,2513599012
524,2513599012
524,2833775853
524,2833775853
524,2840941757
524,2843661790
524,2843661790
524,2986855994
524,2986855994
524,2989460491
524,3148567105
527,2060325654
527,2374390855
527,2377816078
527,2690344396
527,3177711177
531,2994064953
536,1854940363
536,1980968484
536,2017412986
536,2018000233
536,2514765111
536,2630907876
536,2685274305
536,2824735245
536,2994719172
536,3104208643
548,2643747584
548,2700246010
549,448694402
587,2067017114
587,2145458040
662,2122810856
690,2001962884
690,2160278361
690,2690879949
761,2689932668
763,2090528659
763,2096701187
763,2107876014
763,2584859454
764,2625333547
782,2170536514
786,99593306
786,1845755005
786,2160638197
787,2498526366
848,1761455643
889,2636264142
889,2690928654
909,2029958791
934,2575214741
934,2629709365
979,2639644717
979,2718589975
997,97662032
997,131295039
997,235178846
997,2002614714
997,2973931898
1009,2725405565
1042,2653106462
1046,2657008519
1046,2701509677
1091,1989208940
1091,2101782692
1091,2114054191
1091,2128134587
1091,2134989941
1091,2307479915
1091,2312688602
1091,2482909946
1119,2117648168
1163,2905658884
1176,2147387151
1193,2628638280
1238,2659122371
1273,2250460279
1273,2662440772
1273,2690401570
1273,2776310697
1276,360007973
1276,2700330818
1280,2655915737
1280,2686807756
1314,1970640371
1314,3059624959
1314,3074609438
1314,3161739818
1314,3217261852
1358,2301517854
1358,2618570631
1382,568333046
1382,1180379018
1382,2169372911
1385,2619826928
1388,2718958994
1420,2013398440
1420,2116428004
1420,2128819202
1420,2970920498
1424,2528570034
1428,2099347089
1428,2194801684
1428,2291629620
1428,2483448690
1432,2626939820
1432,2640661630
1432,2681737548
1432,2695662786
1467,2654711026
1467,2722969043
1483,2233907499
1483,2297486787
1483,2705253004
1493,2634825364
1512,2413062660
1552,2098511436
1552,2100366020
1552,2257565957
1552,2645209317
1552,2683594819
1552,3115917649
1554,2885971703
1555,2245166838
1575,2653045961
1632,1279888348
1632,2039725648
1638,311068703
1658,2308154340
1674,2103626414
1674,2117665592
1682,2631663407
1688,2126056503
1688,2308774408
1688,2425818370
1688,2736971842
1727,2023770299
1727,2165316602
1727,2950628121
1739,1811208156
1739,2461011238
1739,2571298535
1739,2603797056
1739,3020856844
1739,3021029414
1739,3021185494
1739,3021199485
1739,3021825764
1739,3022393415
1739,3022824065
1739,3023163848
1739,3023491098
1739,3023847379
1739,3176823418
1758,2161934526
1829,2192074526
1841,2333556651
1841,2333942252
1841,2334137228
1857,2340929294
1857,2421280692
1857,2488146337
1857,2497291503
1857,2666053069
1857,2680889704
1858,1083224386
1858,2003617948
1858,2097095741
1858,2142205119
1880,2273709321
1921,2441615467
1921,2443993414
1921,2671105436
1925,2730504416
1957,1982556259
1957,2074679591
1957,2108281488
1957,2699085862
1974,2053651049
2012,2125377539
2092,2116293434
2123,2008039436
2123,2067895940
2123,2167495817
2123,2561848510
2129,2079044390
2129,2698587759
2178,2041319967
2182,743025830
2182,2660649523
2182,2702561204
2208,2096138569
2208,2099528057
2208,2099564275
2208,2112486750
2208,2165306425
2208,2528547620
2208,2938529011
2210,1842632330
2234,2685138831
2237,2904811
2237,2111716903
2243,1769248434
2243,1891870226
2243,2100938748
2243,2117205658
2243,2127023765
2243,2308910957
2258,2004096171
2258,2151541176
2258,2171226707
2258,2278406758
2258,2324498023
2361,259556368
2370,2253061156
2412,233027794
2412,1985239015
2421,2278806237
2421,2280545700
2421,2299920160
2422,2399384683
2424,2568574094
2427,1422620885
2427,1982524422
2427,2096775434
2427,2140132233
2427,2153462614
2427,2180598208
2427,2187616730
2428,2105952441
2431,2704818908
2449,2136400778
2449,2441937126
2468,2106285165
2468,2140755300
2468,2864587262
2485,2636341029
2485,2939675691
2514,2248673209
2517,2728395175
2551,1014338049
2551,2403433335
2595,83546351
2595,2143746678
2595,2160449745
2595,2709305343
2595,2713242202
2595,2714995077
2600,1756328085
2600,2893035513
2605,2659064271
2655,192215288
2659,2104954419
2678,2014284122
2703,2105149262
2703,2137776944
2720,2100932226
2836,2497829749
2854,242451505
2854,2708757831
2872,1973614893
2872,2042292343
2872,2633641936
2878,1999309205
2878,2148862212
2878,2158406600
2878,2327911159
2922,2681149696
2930,2240734992
2941,2681519282
2941,2693436350
2998,2725338447
3008,2536252418
3008,2704087342
3008,3079065319
3009,727695237
3009,2111845928
3009,2295848789
3015,2021900881
3015,2096234788
3015,2170669143
3015,2302943080
3015,2430475429
3027,2568320690
3027,2569293101
3066,2222372278
3066,2316163311
3066,2569862414
3066,2993311096
3066,3192319183
3073,2172110720
3096,979588346
3112,2317816822
3113,2117169099
3113,2137558726
3161,2193305563
3161,2796594890
3179,2303844987
3179,2524948875
3189,375621235
3189,2683035702
