DOI
10.1016/s0001-4575(17)30409-8 
10.1016/s0001-4575(19)31668-9 
10.1016/S0001-4575(20)31748-6 
10.1016/S0155-9982(17)30077-7 
10.1016/s0155-9982(18)30033-4 
10.1016/s0361-3682(17)30003-x 
10.1016/S0361-3682(18)30005-9 
10.1016/S0361-3682(19)30017-0 
10.1016/s0361-3682(20)30006-4 
10.1016/s0094-5765(16)31182-1 
10.1016/s0094-5765(17)31714-9 
10.1016/S0094-5765(18)31873-3 
10.1016/s1742-7061(16)30612-2 
10.1016/s1742-7061(17)30723-7 
10.1016/s1742-7061(18)30719-0 
10.1016/s1742-7061(19)30861-x 
10.1016/s0065-1281(16)30386-5 
10.1016/s0065-1281(17)30442-7 
10.1016/S0065-1281(18)30439-2 
10.1016/s0065-1281(19)30483-0 
10.1016/s1359-6454(17)30881-9 
10.1016/S1359-6454(18)30823-1 
10.1016/s1359-6454(19)30774-8 
10.1016/s1146-609x(17)30007-3 
10.1016/S1146-609X(18)30009-2 
10.1016/S1146-609X(18)30440-5 
10.1016/s1146-609x(20)30010-2 
10.1016/s0001-6918(16)30395-x 
10.1016/S0001-6918(17)30583-8 
10.1016/S0001-6918(18)30597-3 
10.1016/s0001-6918(19)30554-2 
10.1016/S0001-6918(20)30568-0 
10.1016/s0001-706x(16)31000-2 
10.1016/s0001-706x(17)31285-8 
10.1016/s0001-706x(18)31395-0 
10.1016/s0001-706x(19)31589-x 
10.1016/s0515-3700(16)30527-4 
10.1016/s0515-3700(17)30530-x 
10.1016/S0515-3700(18)30504-4 
10.1016/S0515-3700(20)30029-X 
10.1016/s1570-8705(16)30302-x 
10.1016/S1570-8705(17)30193-2 
10.1016/s1570-8705(18)30800-x 
10.1016/s1570-8705(19)30879-0 
10.1016/S1570-8705(20)30687-9 
10.1016/S0306-4603(18)31082-7 
10.1016/s0306-4603(19)31338-3 
10.1016/j.addr.2017.01.002 
10.1016/s0169-409x(17)30006-6 
10.1016/s0169-409x(17)30297-1 
10.1016/s0169-409x(19)30030-4 
10.1016/S0169-409X(20)30089-2 
10.1016/s1474-0346(16)30469-4 
10.1016/S1474-0346(18)30081-8 
10.1016/s0921-8831(17)30020-1 
10.1016/s0921-8831(17)30021-3 
10.1016/s0921-8831(17)30478-8 
10.1016/s0921-8831(17)30479-x 
10.1016/s0882-6110(17)30025-1 
10.1016/S0882-6110(18)30056-7 
10.1016/s0882-6110(19)30044-6 
10.1016/s0882-6110(20)30031-6 
10.1016/s0737-6146(17)30018-7 
10.1016/s0737-6146(18)30019-4 
10.1016/s0737-6146(19)30018-8 
10.1016/S0737-6146(20)30022-8 
10.1016/s0196-8858(16)30097-5 
10.1016/s0196-8858(16)30098-7 
10.1016/S0196-8858(17)30118-5 
10.1016/S0196-8858(17)30119-7 
10.1016/S0196-8858(18)30110-6 
10.1016/S0196-8858(20)30127-5 
10.1053/s1548-5595(17)30021-6 
10.1053/S1548-5595(18)30023-5 
10.1016/s0001-8686(17)30035-0 
10.1016/S0001-8686(18)30005-8 
10.1016/S0001-8686(18)30377-4 
10.1016/s0001-8686(19)30492-0 
10.1016/s0965-9978(16)30616-0 
10.1016/s0965-9978(17)31121-3 
10.1016/S0965-9978(18)31236-5 
10.1016/s0965-9978(19)31087-7 
10.1016/S0965-9978(20)30995-9 
10.1016/s0001-8708(17)30330-4 
10.1016/s0001-8708(17)30331-6 
10.1016/s0001-8708(18)30460-2 
10.1016/s0001-8708(18)30461-4 
10.1016/s0001-8708(19)30518-3 
10.1016/s0001-8708(19)30519-5 
10.1016/S0001-8708(20)30536-3 
10.1016/S0001-8708(20)30537-5 
10.1016/S0065-3101(18)30022-7 
10.1016/s0065-3101(19)30022-2 
10.1016/s0065-3101(20)30021-9 
10.1016/S0065-3411(17)30025-8 
10.1016/S0065-3411(18)30025-3 
10.1016/S0065-3411(20)30024-5 
10.1016/s0309-1708(16)30774-6 
10.1016/s0309-1708(17)31148-x 
10.1016/s0309-1708(18)31049-2 
10.1016/s0309-1708(19)31237-0 
10.1016/s1270-9638(16)31219-6 
10.1016/s1270-9638(18)32882-7 
10.1016/s1270-9638(19)33168-2 
10.1016/s1434-8411(16)31297-3 
10.1016/s1434-8411(16)31300-0 
10.1016/s1434-8411(17)32818-2 
10.1016/S1434-8411(18)33109-1 
10.1016/s1434-8411(19)32888-2 
10.1016/S1434-8411(20)32767-9 
10.1016/S1568-1637(17)30309-4 
10.1016/S1568-1637(18)30331-3 
10.1016/s1568-1637(19)30504-5 
10.1016/s1359-1789(16)30241-5 
10.1016/S1359-1789(18)30014-4 
10.1016/s1359-1789(19)30017-5 
10.1016/s1359-1789(20)30010-0 
10.1016/S0168-1923(20)30362-2 
10.1111/agec.12403 
10.1111/agec.12376 
10.1111/agec.12536 
10.1111/agec.12491 
10.1016/s0308-521x(16)30776-4 
10.1016/s0308-521x(17)31062-4 
10.1016/S0308-521X(18)31312-X 
10.1016/S0308-521X(20)30862-3 
10.1016/s0378-3774(16)30424-3 
10.1016/s0378-3774(17)30339-6 
10.1016/S0378-3774(18)31579-8 
10.1016/j.agwat.2019.105912 
10.1016/s0167-8809(17)30471-1 
10.1016/s0167-8809(18)30452-3 
10.1016/s0167-8809(19)30346-9 
10.1016/S0167-8809(20)30399-6 
10.1016/s1067-991x(16)30315-7 
10.1016/s1067-991x(17)30358-9 
10.1016/S1067-991X(18)30339-0 
10.1016/s1067-991x(20)30003-1 
10.1016/s0741-8329(16)30898-9 
10.1016/s0741-8329(18)30337-9 
10.1016/s0741-8329(19)30309-x 
10.1016/s1552-5260(16)33110-7 
10.1016/S1552-5260(17)33861-X 
10.1016/S1552-5260(18)33610-0 
10.1002/alz.12274 
10.1016/s0002-8703(16)30266-6 
10.1016/s0002-8703(17)30368-x 
10.1016/S0002-8703(18)30328-4 
10.1016/s0002-8703(19)30319-9 
10.1016/s0196-6553(16)31053-7 
10.1016/s0196-6553(17)31264-6 
10.1016/S0196-6553(18)31115-5 
10.1016/s0196-6553(19)30991-5 
10.1053/S0272-6386(16)30602-3 
10.1053/S0272-6386(17)31046-6 
10.1053/S0272-6386(18)31083-7 
10.1053/S0272-6386(20)31098-2 
10.1053/S0272-6386(20)31127-6 
10.1016/s0002-9394(16)30577-3 
10.1016/s0002-9394(17)30495-6 
10.1016/s0002-9394(18)30638-x 
10.1016/S0002-9394(19)30566-5 
10.1016/S0889-5406(19)30928-X 
10.1016/s0196-0709(16)30481-1 
10.1016/s0196-0709(17)30897-9 
10.1016/s1075-9964(17)30005-7 
10.1016/S1075-9964(18)30008-8 
10.1016/S1075-9964(19)30013-7 
10.1016/s1075-9964(20)30016-0 
10.1016/s0003-2670(16)31346-0 
10.1016/S0003-2670(17)31259-X 
10.1016/S0003-2670(18)31338-2 
10.1016/s0003-2670(19)31333-9 
10.1016/S0003-2670(20)31139-9 
10.1016/s0003-2697(16)30365-7 
10.1016/s0003-2697(17)30480-3 
10.1016/s0003-2697(18)31153-9 
10.1016/s0003-3472(18)30394-4 
10.1016/s0003-3472(19)30400-2 
10.1016/s0377-8401(16)31183-x 
10.1016/s0377-8401(17)31562-6 
10.1016/s0377-8401(19)30038-0 
10.1016/s0377-8401(19)31706-7 
10.1016/s0378-4320(16)30728-x 
10.1016/S0378-4320(17)31027-8 
10.1016/S0378-4320(18)31142-4 
10.1016/s0378-4320(19)31141-8 
10.1016/s0003-3928(17)30004-5 
10.1016/S0003-3928(18)30005-2 
10.1016/S0003-3928(19)30005-8 
10.1016/S0003-3928(20)30011-1 
10.1016/S0294-1260(17)30003-1 
10.1016/s0294-1260(18)30008-6 
10.1016/S0294-1260(19)30006-8 
10.1016/s0294-1260(20)30003-0 
10.1016/s0294-1449(16)30436-x 
10.1016/s0294-1449(17)30142-7 
10.1016/S0294-1449(19)30002-2 
10.1016/s0294-1449(20)30003-2 
10.1016/s0753-3969(17)30009-5 
10.1016/S0753-3969(18)30006-5 
10.1016/S0753-3969(19)30004-7 
10.1016/s0753-3969(20)30003-3 
10.1016/s0003-4487(17)30015-x 
10.1016/S0003-4487(17)30361-X 
10.1016/S0003-4487(19)30018-6 
10.1016/s0003-4487(20)30017-2 
10.1016/s1081-1206(16)31326-6 
10.1016/S1081-1206(18)31426-1 
10.1016/s1081-1206(19)31402-4 
10.1016/S1081-1206(20)31176-5 
10.1016/S0940-9602(16)30198-4 
10.1016/s0940-9602(17)30136-x 
10.1016/S0940-9602(18)30149-3 
10.1016/s0940-9602(19)30149-9 
10.1016/s1092-9134(16)30349-5 
10.1016/S1092-9134(17)30373-8 
10.1016/s1092-9134(19)30004-8 
10.1016/s1092-9134(20)30005-8 
10.1016/S0196-0644(18)31491-4 
10.1016/s0196-0644(19)31393-9 
10.1016/s1047-2797(17)30014-5 
10.1016/S1047-2797(17)31116-X 
10.1016/S1047-2797(19)30026-2 
10.1016/s0306-4549(16)30945-8 
10.1016/S0306-4549(18)30531-0 
10.1016/S0003-4916(17)30375-5 
10.1016/S0003-4916(19)30023-5 
10.1016/s0003-4916(19)30311-2 
10.1016/s0168-0072(16)30142-7 
10.1016/s0168-0072(18)30123-4 
10.1016/s0168-0072(19)30112-5 
10.1016/S0168-0072(20)30121-4 
10.1016/s0160-7383(16)30182-7 
10.1016/S0160-7383(17)30168-8 
10.1016/s0160-7383(18)30158-0 
10.1016/s1367-5788(17)30065-2 
10.1016/s1367-5788(18)30071-3 
10.1016/s1367-5788(19)30065-3 
10.1016/s1367-5788(20)30031-6 
10.1016/s0166-3542(16)30762-8 
10.1016/s0166-3542(17)30820-3 
10.1016/S0166-3542(18)30745-9 
10.1016/s0166-3542(19)30700-4 
10.1016/s0001-2092(16)30920-6 
10.1002/aorn.12087 
10.1002/aorn.12956 
10.1016/s0195-6663(17)31587-8 
10.1016/S0195-6663(18)31644-1 
10.1016/S0195-6663(20)31654-8 
10.1016/s0003-682x(16)30288-2 
10.1016/S0003-682X(20)30822-7 
10.1016/s1063-5203(16)30076-8 
10.1016/s1063-5203(17)30103-3 
10.1016/S1063-5203(18)30255-0 
10.1016/s1063-5203(19)30190-3 
10.1016/S1063-5203(20)30068-3 
10.1016/s0168-1591(16)30364-1 
10.1016/s0168-1591(17)30334-9 
10.1016/S0168-1591(19)30020-6 
