authorId,field,score
375621235,121332964,1.102640666
378076650,121332964,3.1646623079999996
388611206,71924100,2.080057693
388611206,86803240,2.080057693
393486812,121332964,1.5823311539999998
394018109,71924100,0.50546205
394018109,86803240,0.50546205
396652870,86803240,0.5413366999999999
396652870,127413603,0.5413366999999999
396652870,185592680,0.5413366999999999
403566553,71924100,1.597868117
404777373,71924100,1.1054011369999999
404777373,86803240,1.1054011369999999
410342947,121332964,3.166379155
413929102,71924100,1.02480144
415746979,121332964,1.5823311539999998
420359154,121332964,1.082342804
430938473,127413603,0.5251446
430938473,162324750,0.5251446
434965441,121332964,0.520209849
434965441,127313418,0.520209849
448694402,15744967,1.359766146
448694402,144024400,1.359766146
503932836,41008148,1.706593842
503932836,127413603,1.706593842
523391756,71924100,1.1380211999999998
523391756,86803240,1.1380211999999998
523391756,185592680,1.1380211999999998
538589259,162324750,1.104321599
569306176,121332964,0.5417474
596418864,121332964,1.082342804
615807554,127413603,2.4093271329999997
684459427,15744967,0.607518852
684459427,33923547,0.607518852
685470589,15744967,0.509108961
685470589,138885662,0.509108961
689264181,71924100,1.597868117
709674235,71924100,3.2275727969999997
718867868,192562407,0.5137602
743025830,127413603,1.585336201
796831810,41008148,1.746379905
825562701,121332964,1.5823311539999998
833926451,144024400,4.178934312
847684421,86803240,0.600861132
847684421,185592680,0.600861132
964115982,121332964,1.082342804
978058411,71924100,0.6818259
978058411,86803240,0.6818259
978784414,86803240,2.161047667
979588346,33923547,0.5095257000000001
979588346,127413603,0.5095257000000001
990174570,162324750,0.553077
990395661,17744445,3.164323678
992883198,33923547,0.5418022
1001448846,121332964,1.653541131
1001448846,127413603,1.653541131
1043776713,71924100,0.6818259
1043776713,86803240,0.6818259
1082500451,41008148,4.326223967000001
1098846757,71924100,1.9037277879999999
1098846757,86803240,1.9037277879999999
1127848415,41008148,1.706593842
1127848415,127413603,1.706593842
1141871384,127413603,1.23196507
1170868462,121332964,1.5823311539999998
1192435200,86803240,2.607941889
1192435200,185592680,2.607941889
1211750798,86803240,1.044095099
1211783246,86803240,0.6037899
1220847850,41008148,2.6653799620000003
1223151136,127413603,1.693791
1223151136,192562407,1.693791
1225790203,15744967,0.5246104
1225790203,71924100,0.5246104
1228936328,86803240,2.162487075
1230123493,121332964,1.075927496
1230123493,192562407,1.075927496
1236390235,162324750,1.2153874
1243978490,86803240,0.58893013
1243978490,185592680,0.58893013
1247275075,127413603,0.5251446
1247275075,162324750,0.5251446
1251186077,41008148,0.5636532
1251725090,144133560,0.5800251999999999
1251725090,162324750,0.5800251999999999
1256132347,121332964,2.1062397
1260127009,121332964,1.873050457
1273367497,162324750,5.329707341000001
1274750667,71924100,0.5812579999999999
1274750667,86803240,0.5812579999999999
1274750667,185592680,0.5812579999999999
1279888348,121332964,0.5240903
1279888348,192562407,0.5240903
1324712725,15744967,0.5919924
1324712725,33923547,0.5919924
1324712725,71924100,0.5919924
1329114277,86803240,0.543167055
1329114277,127313418,0.543167055
1329114277,127413603,0.543167055
1330054832,71924100,1.070236753
1333279034,41008148,1.148918987
1385423492,33923547,1.3148997000000002
1385423492,127413603,1.3148997000000002
1385423492,162324750,1.3148997000000002
1400506884,121332964,4.648376067000001
1409715121,86803240,1.0703851
1420036513,15744967,1.587558355
1420036513,144024400,1.587558355
1420918196,86803240,1.5618876599999998
1433762398,71924100,1.02480144
1465221490,127413603,0.554744244
1465221490,162324750,0.554744244
1471628130,71924100,1.2027996
1474453106,71924100,1.645954073
1494167975,86803240,1.088958753
1494167975,185592680,1.088958753
1502543321,86803240,1.5618876599999998
1518564601,33923547,4.8821835600000005
1518756816,71924100,0.5812579999999999
1518756816,86803240,0.5812579999999999
1518756816,185592680,0.5812579999999999
1551193044,71924100,1.285220353
1551193044,86803240,1.285220353
1551193044,185592680,1.285220353
1565230475,71924100,1.1483637
1565230475,86803240,1.1483637
1576892223,41008148,1.9493587359999998
1583655900,71924100,1.30469799
1583655900,86803240,1.30469799
1618170624,121332964,1.5823311539999998
1635015506,71924100,1.6946721
1636971713,71924100,1.1216578
1658544587,162324750,2.169769236
1659904751,121332964,1.5823311539999998
1696351084,41008148,0.5101303460000001
1696351084,162324750,0.5101303460000001
1699211611,86803240,1.5618876599999998
1723390182,41008148,0.5911360379999999
1728767675,162324750,2.7096039000000003
1760541974,121332964,3.1646623079999996
1761455643,138885662,1.047785638
1770322003,121332964,1.6749059870000003
1811208156,86803240,1.0528345
1811208156,127313418,1.0528345
1833439259,86803240,1.5618876599999998
1835401624,71924100,3.7994542489999996
1850790318,15744967,0.5035925
1850790318,71924100,0.5035925
1850790318,86803240,0.5035925
1854940363,86803240,2.483531245
1854940363,121332964,2.483531245
1858750368,17744445,4.315541392
1868985082,71924100,1.126137495
1868985082,86803240,1.126137495
1869451423,71924100,0.5815667
1869451423,86803240,0.5815667
1887260008,71924100,3.7994542489999996
1887608452,71924100,1.9037277879999999
1887608452,86803240,1.9037277879999999
1890383139,17744445,1.1518203
1890383139,41008148,1.1518203
1892100919,71924100,0.555054665
1892100919,86803240,0.555054665
1892100919,185592680,0.555054665
1892650065,95457728,3.5364401579999996
1892650065,142362112,3.5364401579999996
1892650065,205649164,3.5364401579999996
1894251650,121332964,1.5823311539999998
1900394873,86803240,2.7965746000000005
1905273113,71924100,0.5167904000000001
1905273113,86803240,0.5167904000000001
1909233282,86803240,1.172401847
1911173538,86803240,0.6037899
1912171408,41008148,3.002939274
1912171408,127413603,3.002939274
1912202718,121332964,1.762141029
1912202718,185592680,1.762141029
1914760014,121332964,4.813499054
1920034078,71924100,1.645954073
1920300500,121332964,1.5823311539999998
1926877237,86803240,1.1238766
1927765630,17744445,1.088681531
1927862719,71924100,1.042559336
1928747423,33923547,1.840755934
1928747423,121332964,1.840755934
1934545749,162324750,3.139632479
1938110603,33923547,0.5580765000000001
1938110603,121332964,0.5580765000000001
1939794088,121332964,1.5823311539999998
1939881514,162324750,1.605939807
1940771058,86803240,1.5618876599999998
1941051376,71924100,1.3674853999999999
1942826577,71924100,1.285220353
1942826577,86803240,1.285220353
1942826577,185592680,1.285220353
1950779718,71924100,0.5251458999999999
1950779718,86803240,0.5251458999999999
1950779718,127413603,0.5251458999999999
1950779718,185592680,0.5251458999999999
1951924690,71924100,0.501024
1951924690,127413603,0.501024
1952732552,121332964,3.1646623079999996
1953796523,71924100,1.7272334999999996
1957863593,41008148,1.317612452
1961406492,86803240,1.131284034
1961406492,185592680,1.131284034
1961615466,17744445,0.6687352
1962825845,121332964,1.5823311539999998
1963213065,86803240,1.197319389
1963213065,185592680,1.197319389
1965311938,15744967,3.280435969
1965311938,33923547,3.280435969
1967215117,41008148,0.639194369
1967215117,127413603,0.639194369
1968824034,41008148,2.3371284599999997
1969085362,121332964,0.5417474
1969524427,121332964,1.5823311539999998
1969752603,86803240,1.5618876599999998
1970192986,71924100,1.9037277879999999
1970192986,86803240,1.9037277879999999
1970640371,71924100,1.5865088479999998
1970640371,185592680,1.5865088479999998
1971405447,138885662,2.208006503
1971419018,33923547,1.290899515
1971419018,71924100,1.290899515
1971419018,138885662,1.290899515
1972271161,71924100,1.597868117
1972441396,33923547,0.5010528000000001
1972441396,127413603,0.5010528000000001
1972962109,121332964,2.857175223
1974340478,121332964,0.5446189
1974467663,121332964,1.5823311539999998
1975140722,41008148,5.185287402
1975892023,121332964,1.567973544
1976521748,121332964,1.873050457
1976545665,33923547,0.5418022
1976721174,33923547,0.5010528000000001
1976721174,127413603,0.5010528000000001
1978340988,41008148,0.7277416
1978353240,71924100,1.285220353
1978353240,86803240,1.285220353
1978353240,185592680,1.285220353
1978798529,71924100,0.5812579999999999
1978798529,86803240,0.5812579999999999
1978798529,185592680,0.5812579999999999
1980184927,121332964,1.8875477310000002
1980373230,71924100,2.577548627
1980895050,121332964,1.5823311539999998
1980968484,86803240,2.483531245
1980968484,121332964,2.483531245
1981832250,86803240,2.623027735
1982191397,86803240,0.602787256
1982207290,71924100,0.7117268440000001
1982207290,138885662,0.7117268440000001
1982556259,41008148,4.0520727899999995
1982876784,41008148,1.103700836
1983214345,86803240,2.100281711
1983214345,185592680,2.100281711
1983804931,71924100,0.5167904000000001
1983804931,86803240,0.5167904000000001
1985239015,17744445,1.1257378
1985969648,127313418,2.4641251
1985969648,127413603,2.4641251
1986880241,41008148,0.7277416
1986900627,17744445,1.036522
1988141747,121332964,1.0834948
1988937192,121332964,0.5638271
1988937192,185592680,0.5638271
1989208940,15744967,0.5125698000000001
1989208940,33923547,0.5125698000000001
1989208940,41008148,0.5125698000000001
1989573909,86803240,1.1238766
1991423842,71924100,1.570881488
1992674317,162324750,3.139632479
1992971124,162324750,4.3989503679999995
1993456945,127413603,0.5251446
1993456945,162324750,0.5251446
1993972365,15744967,0.505255044
1993972365,41008148,0.505255044
1993972365,71924100,0.505255044
1993972365,86803240,0.505255044
1994156288,71924100,1.9037277879999999
1994156288,86803240,1.9037277879999999
1995014452,41008148,1.1314902
1995337700,15744967,1.587558355
1995337700,144024400,1.587558355
1995375838,121332964,1.5823311539999998
1995645215,127413603,0.524432361
1995645215,185592680,0.524432361
1996522911,71924100,1.1483637
1996522911,86803240,1.1483637
1997045891,86803240,0.572752357
1997045891,185592680,0.572752357
1998420609,86803240,1.0980583
1999268070,95457728,3.5364401579999996
1999268070,142362112,3.5364401579999996
1999268070,205649164,3.5364401579999996
1999309205,185592680,1.0893708
2000323863,138885662,0.5038486
2000523300,121332964,1.125032535
2000523300,127413603,1.125032535
2000654855,71924100,1.570881488
2001085429,71924100,1.6199080529999998
2001085429,86803240,1.6199080529999998
2001099989,86803240,0.600861132
2001099989,185592680,0.600861132
2001108032,41008148,5.1983005900000006
2001108032,127413603,5.1983005900000006
2001239184,71924100,0.50546205
2001239184,86803240,0.50546205
2001749856,121332964,1.5823311539999998
2002248481,127313418,0.5334196689999999
2002248481,205649164,0.5334196689999999
2002579779,41008148,1.1314902
2002614714,121332964,1.6421991
2002614714,127413603,1.6421991
2002804194,15744967,1.587558355
2002804194,144024400,1.587558355
2002814357,86803240,1.6142251220000001
2002897249,71924100,2.3152106999999997
2003518084,71924100,1.3674853999999999
2003993084,41008148,0.533176
2003993084,144024400,0.533176
2004096171,15744967,2.188235067
2004096171,71924100,2.188235067
2004096171,86803240,2.188235067
2005650457,71924100,0.6654346
2007320572,127413603,2.4093271329999997
2007479049,41008148,2.7304933
2007940104,17744445,0.538676739
2008039436,71924100,0.525435269
2008039436,86803240,0.525435269
2008039436,95457728,0.525435269
2008039436,205649164,0.525435269
2009680217,17744445,1.088681531
2010552067,33923547,1.290899515
2010552067,71924100,1.290899515
2010552067,138885662,1.290899515
2011943778,71924100,0.5812579999999999
2011943778,86803240,0.5812579999999999
2011943778,185592680,0.5812579999999999
2012333238,71924100,2.080057693
2012333238,86803240,2.080057693
2012746518,71924100,1.070236753
2013240715,17744445,0.5109599
2013240715,162324750,0.5109599
2013333361,121332964,1.5823311539999998
2013398440,127413603,0.519778848
2013398440,142362112,0.519778848
2014284122,41008148,0.5161121
2014284122,86803240,0.5161121
2014284122,138885662,0.5161121
2015244082,86803240,0.5186622999999999
2015244082,185592680,0.5186622999999999
2015324626,71924100,0.5812579999999999
2015324626,86803240,0.5812579999999999
2015324626,185592680,0.5812579999999999
2016031872,41008148,4.115919636
2016381842,71924100,3.2275727969999997
2016385031,71924100,1.02480144
2016431921,86803240,2.184173445
2016547766,86803240,0.6813448000000001
2016547766,127313418,0.6813448000000001
2017145019,71924100,0.522684455
2017145019,86803240,0.522684455
2017412986,86803240,2.483531245
2017412986,121332964,2.483531245
2017585042,86803240,1.0650917
2017585042,127313418,1.0650917
2017871679,127413603,1.693791
2017871679,192562407,1.693791
2018000233,86803240,2.483531245
2018000233,121332964,2.483531245
2021582738,15744967,0.534559369
2021582738,71924100,0.534559369
2021582738,86803240,0.534559369
2021900881,127413603,1.621172844
2022192081,41008148,2.6066831
2022318615,41008148,0.568136334
2022318615,127413603,0.568136334
2022734213,33923547,0.5092445
2022734213,41008148,0.5092445
2023046839,71924100,0.50546205
2023046839,86803240,0.50546205
2023460672,41008148,2.6066831
2023770299,95457728,0.577710152
2023770299,127313418,0.577710152
2023770299,127413603,0.577710152
2023770299,205649164,0.577710152
2024118756,121332964,1.5823311539999998
2024140163,86803240,1.12564816
2024140163,185592680,1.12564816
2024194325,71924100,0.5815667
2024194325,86803240,0.5815667
2024252767,71924100,0.7117268440000001
2024252767,138885662,0.7117268440000001
2024596280,41008148,2.7304933
2024639914,15744967,2.673975854
2024639914,71924100,2.673975854
2024973056,192562407,3.227505958
2024982867,185592680,1.616098022
2025692889,185592680,1.616098022
2027792288,127413603,0.5251446
2027792288,162324750,0.5251446
2028544171,121332964,1.010961434
2029396784,86803240,4.291529837
2029667384,121332964,1.5823311539999998
2029790190,121332964,1.5823311539999998
2030686812,138885662,4.010363066999999
2030771061,86803240,2.100281711
2030771061,185592680,2.100281711
2031589502,17744445,1.7698204419999999
2031692738,41008148,1.092127536
2031922913,15744967,1.8000259
2032830538,33923547,0.6432019
2032862679,86803240,2.190764542
2032862679,127313418,2.190764542
2034280653,15744967,0.5818448
2034280653,144024400,0.5818448
2034861270,71924100,0.534431934
2034861270,144024400,0.534431934
2035010087,121332964,1.082342804
2036754218,121332964,1.5823311539999998
2037492834,121332964,1.0834948
2037995186,71924100,1.645954073
2038340156,86803240,1.131284034
2038340156,185592680,1.131284034
2038436664,192562407,3.227505958
2038811927,121332964,4.043953104
2039725648,121332964,0.5240903
2039725648,192562407,0.5240903
2041027513,86803240,2.184173445
2041319967,95457728,1.1255301000000002
2041319967,127413603,1.1255301000000002
2041319967,205649164,1.1255301000000002
2041771112,144133560,0.6909592
2041771112,162324750,0.6909592
2042006441,71924100,1.144750178
2042006441,86803240,1.144750178
2042823221,86803240,1.131284034
2042823221,185592680,1.131284034
2043024648,17744445,4.677348816
2043843986,121332964,0.6297331
2043843986,185592680,0.6297331
2043843986,192562407,0.6297331
2044370023,71924100,1.30469799
2044370023,86803240,1.30469799
2045563828,121332964,1.5823311539999998
2047428118,41008148,4.460776762
2047562151,121332964,0.578387856
2047562151,127413603,0.578387856
2047562151,185592680,0.578387856
2048472750,121332964,1.075927496
2048472750,192562407,1.075927496
2048506970,86803240,1.131284034
2048506970,185592680,1.131284034
2050487128,86803240,2.222277803
2051065155,41008148,0.6947922
2051065155,127413603,0.6947922
2051297828,86803240,0.6037899
2051773316,33923547,0.5088929529999999
2051773316,127413603,0.5088929529999999
2052201533,71924100,0.5167904000000001
2052201533,86803240,0.5167904000000001
2052241024,127413603,0.5251446
2052241024,162324750,0.5251446
2052856578,86803240,1.2512285570000001
2053651049,71924100,0.572970152
2053651049,86803240,0.572970152
2053977956,71924100,1.9037277879999999
2053977956,86803240,1.9037277879999999
2054910438,71924100,2.1296417830000003
2054910438,86803240,2.1296417830000003
2055884873,86803240,1.12564816
2055884873,185592680,1.12564816
2055973855,86803240,1.0585594420000002
2056489351,121332964,1.5823311539999998
2057070821,144024400,1.698904731
2057287667,86803240,0.5259661
2057846801,86803240,1.5618876599999998
2058716785,41008148,1.9493587359999998
2059514184,185592680,3.222706444
2059981893,86803240,0.572752357
2059981893,185592680,0.572752357
2060217808,71924100,0.534431934
2060217808,144024400,0.534431934
2060908300,121332964,0.5719002
2060908300,205649164,0.5719002
2062115928,121332964,1.5823311539999998
2063256666,33923547,1.731714239
2063256666,121332964,1.731714239
2063256666,127413603,1.731714239
2063256666,192562407,1.731714239
2063731386,121332964,2.2490162479999998
2063946736,33923547,1.330694831
2064022781,41008148,1.9493587359999998
2064270007,41008148,1.706593842
2064270007,127413603,1.706593842
2065895847,71924100,0.7117268440000001
2065895847,138885662,0.7117268440000001
2066051834,17744445,2.135357964
2066083089,39432304,1.354568552
2066083089,86803240,1.354568552
2066083089,127313418,1.354568552
2066909780,86803240,0.6210916
2066909780,185592680,0.6210916
2067017114,86803240,1.059099551
2067017114,127313418,1.059099551
2067267345,162324750,0.58376056
2067323042,95457728,0.7385369540000001
2067323042,205649164,0.7385369540000001
2067895940,71924100,0.525435269
2067895940,86803240,0.525435269
2067895940,95457728,0.525435269
2067895940,205649164,0.525435269
2068644047,121332964,1.5823311539999998
2069230073,185592680,1.046505266
2069616629,86803240,2.607941889
2069616629,185592680,2.607941889
2070300498,86803240,1.131284034
2070300498,185592680,1.131284034
2072736105,127413603,1.23196507
2073765100,192562407,0.5137602
2074679591,41008148,4.0520727899999995
2075066685,15744967,0.505255044
2075066685,41008148,0.505255044
2075066685,71924100,0.505255044
2075066685,86803240,0.505255044
2076246523,86803240,2.162487075
2076392185,121332964,1.5823311539999998
2078329886,17744445,0.540421367
2078329886,144133560,0.540421367
2079042561,33923547,0.64626807
2079042561,127413603,0.64626807
2079044390,33923547,1.1362864419999998
2079257998,86803240,0.6037899
2080005906,185592680,1.046505266
2080262301,121332964,1.1867628
2081691217,39432304,1.354568552
2081691217,86803240,1.354568552
2081691217,127313418,1.354568552
2082585002,162324750,1.15268435
2083874257,41008148,2.1232961820000003
2084020031,71924100,0.555054665
2084020031,86803240,0.555054665
2084020031,185592680,0.555054665
2085604066,121332964,1.5823311539999998
2087387637,86803240,0.6037899
2087633689,86803240,1.5636051370000001
2088444985,86803240,2.161047667
2088505836,71924100,1.662222582
2089814623,121332964,0.5734965
2089814623,127413603,0.5734965
2090485703,86803240,1.0650917
2090485703,127313418,1.0650917
2092751475,127413603,0.5251446
2092751475,162324750,0.5251446
2093529900,95457728,3.5364401579999996
2093529900,142362112,3.5364401579999996
2093529900,205649164,3.5364401579999996
2095965240,121332964,1.5823311539999998
2096111160,121332964,3.1646623079999996
2096138569,71924100,1.1466732460000002
2096138569,95457728,1.1466732460000002
2096138569,205649164,1.1466732460000002
2096234788,127413603,1.621172844
2096319148,15744967,0.5035925
2096319148,71924100,0.5035925
2096319148,86803240,0.5035925
2096423742,86803240,1.0721515350000002
2097239090,121332964,4.043953104
2097270384,41008148,5.088505765
2097326945,71924100,0.5551012
2097331944,41008148,2.3371284599999997
2097351386,71924100,0.599891365
2097351386,86803240,0.599891365
2097351386,185592680,0.599891365
2097354964,71924100,0.5156298
2097354964,86803240,0.5156298
2097492308,86803240,0.506142557
2097492308,185592680,0.506142557
2097754084,71924100,1.5981758
2097754084,86803240,1.5981758
2097777225,121332964,0.5631215
2097777225,192562407,0.5631215
2097785317,41008148,1.09862387
2098218692,86803240,0.5884147
2098218692,95457728,0.5884147
2098218692,205649164,0.5884147
2098449058,71924100,2.2646072139999998
2098511436,127413603,1.117083739
2098711658,71924100,1.070236753
2099168223,71924100,1.003502608
2099168223,86803240,1.003502608
2099216762,71924100,1.645954073
2099343375,71924100,0.5984826999999999
2099343375,86803240,0.5984826999999999
2099528057,71924100,1.1466732460000002
2099528057,95457728,1.1466732460000002
2099528057,205649164,1.1466732460000002
2099539596,71924100,3.7994542489999996
2099564275,71924100,1.1466732460000002
2099564275,95457728,1.1466732460000002
2099564275,205649164,1.1466732460000002
2099971775,17744445,1.012911082
2099971775,138885662,1.012911082
2100366020,127413603,1.117083739
2100469922,15744967,0.6348227
2100469922,121332964,0.6348227
2100469922,205649164,0.6348227
2100562281,71924100,3.7994542489999996
2101414356,41008148,1.164815604
2101684957,17744445,1.350656212
2101693188,33923547,0.6915536520000001
2101716442,41008148,0.543205559
2101716442,127413603,0.543205559
2101782692,15744967,0.5125698000000001
2101782692,33923547,0.5125698000000001
2101782692,41008148,0.5125698000000001
2101955164,121332964,1.5823311539999998
2102025450,121332964,1.5823311539999998
2102181044,138885662,3.5452776799999994
2102198396,121332964,1.5823311539999998
2102231299,17744445,0.5459689
2102231299,144133560,0.5459689
2102231299,162324750,0.5459689
2102314242,86803240,1.049631252
2102530297,86803240,1.1238766
2102843826,162324750,4.3989503679999995
2102983723,121332964,0.562424839
2102983723,185592680,0.562424839
2102983723,192562407,0.562424839
2103652679,41008148,0.568136334
2103652679,127413603,0.568136334
2104104807,127313418,2.09424863
2104166252,185592680,1.028166066
2104166252,192562407,1.028166066
2104386477,41008148,0.5305204000000001
2104386477,121332964,0.5305204000000001
2104386477,127413603,0.5305204000000001
2104428687,86803240,1.6142251220000001
2104429612,121332964,1.5823311539999998
2104515250,121332964,3.1646623079999996
2104532497,71924100,1.126137495
2104532497,86803240,1.126137495
2104883899,33923547,0.5502983
2104883899,41008148,0.5502983
2104883899,127413603,0.5502983
2104909866,71924100,1.7272334999999996
2105149125,121332964,1.5823311539999998
2105194074,86803240,0.506142557
2105194074,185592680,0.506142557
2105490112,86803240,1.1238766
2105532244,71924100,1.570881488
2105705130,121332964,1.5823311539999998
2105993642,138885662,1.064421117
2106285165,127413603,1.6545311139999999
2106287570,192562407,1.0322121000000002
2106428160,192562407,1.0322121000000002
2106443549,86803240,1.131284034
2106443549,185592680,1.131284034
2106569034,121332964,1.5823311539999998
2106802309,33923547,0.5580765000000001
2106802309,121332964,0.5580765000000001
2107160804,71924100,2.392183222
2107160804,86803240,2.392183222
2107252006,71924100,2.577548627
2107532327,41008148,0.602314055
2107532327,127413603,0.602314055
2107631295,138885662,0.5554375
2107804521,15744967,0.5989656
2107833303,71924100,1.9037277879999999
2107833303,86803240,1.9037277879999999
2108281488,41008148,4.0520727899999995
2108286228,17744445,0.540421367
2108286228,144133560,0.540421367
2108351682,71924100,1.7388774
2108765561,162324750,0.653237045
2108877943,17744445,0.5747106
2108877943,33923547,0.5747106
2109010873,86803240,0.6813448000000001
2109010873,127313418,0.6813448000000001
2109066529,71924100,1.844024308
2109256865,86803240,1.131284034
2109256865,185592680,1.131284034
2109415387,86803240,2.161047667
2109915759,71924100,1.02480144
2109940697,86803240,0.5259661
2109992952,41008148,1.1445924509999998
2110272823,17744445,1.094308555
2110272823,162324750,1.094308555
2110538291,33923547,4.3372076129999995
2110538291,41008148,4.3372076129999995
2110881262,71924100,1.30469799
2110881262,86803240,1.30469799
2110930631,86803240,2.100281711
2110930631,185592680,2.100281711
2110935677,86803240,1.244263552
2111252229,17744445,0.6373300000000001
2111252229,71924100,0.6373300000000001
2111310659,41008148,4.326223967000001
2112088612,127413603,0.5671448
2112088612,192562407,0.5671448
2112108891,185592680,0.6050814
2112205899,71924100,0.635982752
2112486750,71924100,1.1466732460000002
2112486750,95457728,1.1466732460000002
2112486750,205649164,1.1466732460000002
2112531630,41008148,4.326223967000001
2113399884,185592680,1.046505266
2113539686,86803240,1.2048748
2113592602,33923547,0.642142951
2113592602,41008148,0.642142951
2113629157,121332964,0.578387856
2113629157,127413603,0.578387856
2113629157,185592680,0.578387856
2113641881,71924100,3.011890512
2113883066,41008148,2.3371284599999997
2114036029,71924100,0.6291982
2114054191,15744967,0.5125698000000001
2114054191,33923547,0.5125698000000001
2114054191,41008148,0.5125698000000001
2114097210,86803240,1.0568189000000001
2114277624,121332964,1.5823311539999998
2114355358,71924100,0.5793472
2114355358,86803240,0.5793472
2114592130,41008148,2.1232961820000003
2115189411,41008148,1.25705826
2115391454,86803240,1.0650917
2115391454,127313418,1.0650917
2115445077,71924100,1.9037277879999999
2115445077,86803240,1.9037277879999999
2115847348,138885662,0.5038486
2116428004,127413603,0.519778848
2116428004,142362112,0.519778848
