94748468	95124753	0.450858623
38064020	2778405248	0.553939342
132789508	192562407	0.3308107
242013932	206729178	0.4559496
56740461	121426985	0.470454246
208270375	2778348673	0.468580216
113998959	2909726849	0.417410642
23	2779473830	0.464688331
18936224	2910814919	0.5069773
170361527	2779421825	0.505348861
189438100	2780539549	0.493705064
151243370	57008531	0.5146348
76047920	2982832299	0
94748468	36289849	0.440131783
38064020	2778096610	0.488135844
132789508	66938386	0.3429552
242013932	110354214	0.473932624
56740461	2777820026	0.409266531
208270375	198082294	0.501826346
113998959	170879859	0.4047009
23	168444539	0.5849286
18936224	71924100	0.304275244
170361527	2778031824	0.595660269
189438100	144027150	0.394112974
151243370	3017664002	0
76047920	144024400	0.310214818
94748468	144024400	0.450288773
38064020	2777953023	0.485277146
132789508	30399818	0.4576262
242013932	521423885	0.5374068
56740461	61797465	0.438930243
208270375	54750564	0.456438571
113998959	112930515	0.397371262
23	177713679	0.441617221
18936224	2909182395	0.5632756
170361527	66283442	0.473643929
189438100	3019985465	0.509283364
151243370	2779473830	0.467395753
76047920	3019302533	0
94748504	2992121497	0
38064020	2778198053	0.5358975
132789508	2777551473	0.585040748
242013932	3018395757	0
56740461	2780049985	0.495600015
208270375	136264566	0.4324015
113998959	71924100	0.2847521
23	3018513187	0.499257624
18936224	2778948390	0.5125558
170361527	176840316	0.5168437
189438100	185592680	0.321840376
151243370	187288502	0.5041812
76047920	15708023	0.319031656
94748504	2780356903	0.514785945
38064020	188816634	0.493691325
132789508	2777141828	0.441549
242013932	51067260	0.5511965
56740461	136264566	0.43377316
208270375	144133560	0.439171642
113998959	2778969670	0.466801316
23	2778602436	0.58893013
18936224	126838900	0.4114373
170361527	171146098	0.4552672
189438100	31903555	0.423316956
151243370	3019753328	0
76047972	2781448156	0.5175435
94748504	2779332521	0.476961464
38064020	164705383	0.469352663
132789508	159985019	0.368669868
242013932	17744445	0.418912023
56740461	74363100	0.455068231
208270379	183735805	0.631116152
113998959	148220186	0.406676829
23	2776693998	0
18936224	105702510	0.411563277
170361527	12148698	0.503783941
189438100	14522933	0.4242646
